year,week_index,start_day,end_day,deaths,baseline,excess
2018,31,218,224,2008,1828.509,0.098163
2018,32,225,231,1838,1835.527,0.001347
2018,33,232,238,1814,1870.248,-0.030075
2018,34,239,245,1854,1874.876,-0.011135
2018,35,246,252,1909,1864.822,0.023690
2018,36,253,259,1830,1858.951,-0.015574
2018,37,260,266,1915,1881.883,0.017598
2018,38,267,273,1888,1926.679,-0.020076
2018,39,274,280,1965,1949.322,0.008043
2018,40,281,287,2040,1978.243,0.031218
2018,41,288,294,1909,2006.518,-0.048601
2018,42,295,301,1922,1992.372,-0.035321
2018,43,302,308,1940,1973.501,-0.016976
2018,44,309,315,2058,1985.261,0.036640
2018,45,316,322,1999,2026.634,-0.013635
2018,46,323,329,2055,2063.057,-0.003905
2018,47,330,336,2097,2098.881,-0.000896
2018,48,337,343,2216,2152.256,0.029617
2018,49,344,350,2217,2203.337,0.006201
2018,50,351,357,2245,2239.381,0.002509
2018,51,358,365,2263,2282.852,-0.008696
2019,0,1,7,2709,2357.739,0.005359
2019,1,8,14,2323,2385.268,-0.026105
2019,2,15,21,2280,2380.931,-0.042391
2019,3,22,28,2419,2404.562,0.006004
2019,4,29,35,2456,2447.539,0.003457
2019,5,36,42,2552,2457.290,0.038542
2019,6,43,49,2399,2453.886,-0.022367
2019,7,50,56,2386,2444.739,-0.024027
2019,8,57,63,2415,2431.261,-0.006688
2019,9,64,70,2375,2393.301,-0.007647
2019,10,71,77,2279,2329.713,-0.021768
2019,11,78,84,2170,2275.042,-0.046171
2019,12,85,91,2059,2202.816,-0.065287
2019,13,92,98,2128,2128.387,-0.000182
2019,14,99,105,2027,2075.751,-0.023486
2019,15,106,112,2077,2036.659,0.019807
2019,16,113,119,2079,2011.387,0.033615
2019,17,120,126,1984,2004.011,-0.009986
2019,18,127,133,2030,1999.363,0.015323
2019,19,134,140,2045,1974.088,0.035921
2019,20,141,147,1985,1953.749,0.015995
2019,21,148,154,1948,1929.177,0.009757
2019,22,155,161,1883,1884.724,-0.000915
2019,23,162,168,1907,1876.053,0.016496
2019,24,169,175,1964,1904.252,0.031376
2019,25,176,182,1960,1919.309,0.021201
2019,26,183,189,1798,1929.048,-0.067934
2019,27,190,196,1888,1909.801,-0.011415
2019,28,197,203,1864,1924.092,-0.031231
2019,29,204,210,2333,1928.078,0.210013
2019,30,211,217,1863,1898.979,-0.018947
2019,31,218,224,1780,1863.658,-0.044889
2019,32,225,231,1753,1853.930,-0.054441
2019,33,232,238,1973,1875.746,0.051848
2019,34,239,245,1920,1878.592,0.022042
2019,35,246,252,1847,1872.783,-0.013767
2019,36,253,259,1828,1867.068,-0.020925
2019,37,260,266,1962,1880.488,0.043346
2019,38,267,273,1910,1913.793,-0.001982
2019,39,274,280,2008,1948.392,0.030594
2019,40,281,287,1962,1983.298,-0.010739
2019,41,288,294,2008,1995.437,0.006296
2019,42,295,301,2035,1988.710,0.023277
2019,43,302,308,1977,1983.196,-0.003124
2019,44,309,315,1926,2001.537,-0.037739
2019,45,316,322,2089,2035.683,0.026191
2019,46,323,329,2225,2068.285,0.075771
2019,47,330,336,2051,2110.472,-0.028179
2019,48,337,343,2211,2176.556,0.015825
2019,49,344,350,2287,2221.783,0.029354
2019,50,351,357,2280,2251.065,0.012854
2019,51,358,365,2128,2298.133,-0.074031
2020,0,1,7,2692,2367.178,-0.004933
2020,1,8,14,2308,2416.810,-0.045022
2020,2,15,21,2280,2423.565,-0.059237
2020,3,22,28,2214,2458.313,-0.099383
2020,4,29,35,2353,2504.748,-0.060584
2020,5,36,42,2185,2514.155,-0.130921
2020,6,43,49,2305,2499.546,-0.077833
2020,7,50,56,2332,2493.553,-0.064788
2020,8,57,63,2234,2489.700,-0.102703
2020,9,64,70,2189,2438.154,-0.102190
2020,10,71,77,2299,2351.286,-0.022237
2020,11,78,84,2802,2280.270,0.228802
2020,12,85,91,3603,2206.004,0.633270
2020,13,92,98,4169,2137.829,0.950110
2020,14,99,105,4139,2087.704,0.982561
2020,15,106,112,3429,2053.187,0.670087
2020,16,113,119,2754,2029.391,0.357058
2020,17,120,126,2311,2020.469,0.143794
2020,18,127,133,2284,2014.629,0.133708
2020,19,134,140,2046,1982.392,0.032087
2020,20,141,147,2071,1959.932,0.056669
2020,21,148,154,1890,1926.736,-0.019067
2020,22,155,161,1810,1879.169,-0.036808
2020,23,162,168,1931,1885.350,0.024213
2020,24,169,175,1809,1922.931,-0.059248
2020,25,176,183,1916,1935.566,-0.010109
2020,26,184,190,1951,1927.446,-0.114307
2020,27,191,197,1771,1900.452,-0.068116
2020,28,198,204,1855,1917.474,-0.032582
2020,29,205,211,1855,1952.641,-0.050004
2020,30,212,218,1956,1915.851,0.020956
2020,31,219,225,2671,1865.808,0.431551
2020,32,226,232,2491,1861.711,0.338017
2020,33,233,239,1993,1894.745,0.051856
2020,34,240,246,1829,1888.946,-0.031735
2020,35,247,253,1873,1873.214,-0.000114
2020,36,254,260,1963,1871.588,0.048842
2020,37,261,267,1918,1893.474,0.012953
2020,38,268,274,1931,1928.875,0.001102
2020,39,275,281,1973,1967.077,0.003011
2020,40,282,288,2102,2000.666,0.050650
2020,41,289,295,2376,2008.892,0.182742
2020,42,296,302,3001,2000.262,0.500303
2020,43,303,309,3540,1988.181,0.780522
2020,44,310,316,3659,2007.196,0.822941
2020,45,317,323,3293,2057.265,0.600669
2020,46,324,330,2997,2088.039,0.435318
2020,47,331,337,2748,2115.141,0.299204
2020,48,338,344,2724,2178.753,0.250256
2020,49,345,351,2816,2220.291,0.268302
2020,50,352,358,2707,2237.654,0.209749
2020,51,359,366,2502,2280.992,0.096891
2021,0,1,7,2780,2360.235,0.030618
2021,1,8,14,2417,2374.137,0.018054
2021,2,15,21,2433,2370.825,0.026225
2021,3,22,28,2390,2390.662,-0.000277
2021,4,29,35,2297,2420.672,-0.051090
2021,5,36,42,2212,2410.876,-0.082491
2021,6,43,49,2347,2401.965,-0.022883
2021,7,50,56,2159,2414.119,-0.105678
2021,8,57,63,2062,2430.889,-0.151751
2021,9,64,70,2125,2395.243,-0.112825
2021,10,71,77,2121,2355.265,-0.099465
2021,11,78,84,2070,2401.152,-0.137914
2021,12,85,91,2248,2469.898,-0.089841
2021,13,92,98,2203,2493.954,-0.116664
2021,14,99,105,2147,2441.983,-0.120797
2021,15,106,112,2211,2317.031,-0.045761
2021,16,113,119,2245,2183.259,0.028279
2021,17,120,126,2169,2097.668,0.034005
2021,18,127,133,2174,2057.692,0.056523
2021,19,134,140,2048,2012.273,0.017755
2021,20,141,147,1977,1979.591,-0.001309
2021,21,148,154,2023,1923.727,0.051605
2021,22,155,161,1918,1865.320,0.028242
2021,23,162,168,1893,1869.113,0.012780
2021,24,169,175,1851,1903.416,-0.027538
2021,25,176,182,1857,1897.122,-0.021149
2021,26,183,189,1850,1872.151,-0.011832
2021,27,190,196,1885,1877.272,0.004117
2021,28,197,203,2004,1928.467,0.039167
2021,29,204,210,1897,1973.046,-0.038542
2021,30,211,217,1895,1959.848,-0.033088
2021,31,218,224,1902,1975.632,-0.037270
2021,32,225,231,1847,1973.163,-0.063939
2021,33,232,238,1863,1945.304,-0.042309
2021,34,239,245,1900,1903.216,-0.001690
2021,35,246,252,2014,1878.574,0.072090
2021,36,253,259,1932,1880.461,0.027408
2021,37,260,266,1867,1896.965,-0.015796
2021,38,267,273,1921,1924.915,-0.002034
2021,39,274,280,2007,1969.589,0.018994
2021,40,281,287,2194,2028.129,0.081785
2021,41,288,294,2316,2089.594,0.108349
2021,42,295,301,2309,2178.875,0.059721
2021,43,302,308,2296,2269.296,0.011767
2021,44,309,315,2364,2319.911,0.019004
2021,45,316,322,2394,2320.402,0.031718
2021,46,323,329,2404,2292.292,0.048732
2021,47,330,336,2704,2275.123,0.188507
2021,48,337,343,2677,2317.211,0.155268
2021,49,344,350,2516,2355.253,0.068250
2021,50,351,357,2502,2356.057,0.061944
2021,51,358,365,2454,2346.515,0.045806
2022,0,1,7,2681,2396.091,-0.020957
2022,1,8,14,2221,2411.449,-0.078977
2022,2,15,21,2349,2404.109,-0.022923
2022,3,22,28,2505,2415.486,0.037059
2022,4,29,35,2620,2440.163,0.073699
2022,5,36,42,2557,2430.845,0.051898
2022,6,43,49,2483,2424.250,0.024234
2022,7,50,56,2270,2409.253,-0.057799
2022,8,57,63,2207,2396.256,-0.078980
2022,9,64,70,2376,2357.298,0.007934
2022,10,71,77,2395,2322.449,0.031239
2022,11,78,84,2407,2365.325,0.017619
2022,12,85,91,2453,2457.846,-0.001972
2022,13,92,98,2548,2501.447,0.018611
2022,14,99,105,2482,2452.864,0.011878
2022,15,106,112,2316,2341.237,-0.010780
2022,16,113,119,2258,2219.156,0.017504
2022,17,120,126,2216,2123.509,0.043556
2022,18,127,133,2076,2076.437,-0.000210
2022,19,134,140,2130,2031.814,0.048324
2022,20,141,147,1902,1992.403,-0.045374
2022,21,148,154,2000,1938.635,0.031654
2022,22,155,161,1985,1881.544,0.054985
2022,23,162,168,2059,1874.006,0.098716
2022,24,169,175,2034,1896.586,0.072454
2022,25,176,182,1993,1894.402,0.052047
2022,26,183,189,1999,1867.827,0.070227
2022,27,190,196,2040,1868.090,0.092024
2022,28,197,203,2133,1919.324,0.111329
2022,29,204,210,2015,1972.676,0.021455
2022,30,211,217,2068,1973.933,0.047654
2022,31,218,224,2086,1987.007,0.049820
2022,32,225,231,2169,1957.175,0.108230
2022,33,232,238,2067,1918.892,0.077184
2022,34,239,245,1974,1898.656,0.039683
2022,35,246,252,2010,1894.345,0.061052
2022,36,253,259,1927,1892.236,0.018372
2022,37,260,266,1992,1908.451,0.043779
2022,38,267,273,2107,1936.410,0.088096
2022,39,274,280,2162,1990.319,0.086258
2022,40,281,287,2262,2063.115,0.096400
2022,41,288,294,2193,2138.562,0.025455
2022,42,295,301,2164,2231.177,-0.030108
2022,43,302,308,2022,2317.813,-0.127626
2022,44,309,315,2049,2367.050,-0.134365
2022,45,316,322,2050,2370.491,-0.135200
2022,46,323,329,2194,2358.432,-0.069721
2022,47,330,336,2222,2363.530,-0.059881
2022,48,337,343,2440,2402.200,0.015735
2022,49,344,350,2640,2418.336,0.091660
2022,50,351,357,3015,2394.754,0.259002
2022,51,358,365,2857,2373.390,0.203763
2023,0,1,7,3186,2377.932,0.172342
2023,1,8,14,2656,2339.042,0.135507
2023,2,15,21,2339,2340.341,-0.000573
2023,3,22,28,2315,2365.481,-0.021340
2023,4,29,35,2374,2390.637,-0.006959
2023,5,36,42,2326,2394.282,-0.028519
2023,6,43,49,2399,2396.022,0.001243
2023,7,50,56,2290,2386.153,-0.040296
2023,8,57,63,2323,2391.858,-0.028788
2023,9,64,70,2397,2393.315,0.001540
2023,10,71,77,2300,2384.120,-0.035283
2023,11,78,84,2252,2432.935,-0.074369
2023,12,85,91,2233,2540.370,-0.120994
2023,13,92,98,2094,2603.998,-0.195852
2023,14,99,105,2081,2552.691,-0.184782
2023,15,106,112,2039,2416.440,-0.156197
2023,16,113,119,1971,2263.596,-0.129261
2023,17,120,126,1966,2149.082,-0.085191
2023,18,127,133,2066,2090.093,-0.011527
2023,19,134,140,2029,2032.644,-0.001793
2023,20,141,147,1922,1984.578,-0.031532
2023,21,148,154,1930,1944.331,-0.007371
2023,22,155,161,2115,1907.343,0.108873
2023,23,162,168,2137,1898.594,0.125570
2023,24,169,175,1920,1907.672,0.006462
2023,25,176,182,1916,1914.696,0.000681
2023,26,183,189,1937,1895.343,0.021979
2023,27,190,196,1970,1907.075,0.032996
2023,28,197,203,1748,1965.650,-0.110727
2023,29,204,210,1851,2012.317,-0.080165
2023,30,211,217,1774,2020.180,-0.121860
2023,31,218,224,1907,2043.447,-0.066773
2023,32,225,231,1948,2014.122,-0.032829
2023,33,232,238,1948,1952.052,-0.002076
2023,34,239,245,1823,1916.912,-0.048991
2023,35,246,252,2022,1914.967,0.055893
2023,36,253,259,2081,1913.122,0.087751
2023,37,260,266,1868,1929.638,-0.031943
2023,38,267,273,1970,1965.432,0.002324
2023,39,274,280,1974,2028.023,-0.026638
2023,40,281,287,1986,2103.056,-0.055660
2023,41,288,294,2125,2179.343,-0.024935
2023,42,295,301,2180,2272.027,-0.040504
2023,43,302,308,2053,2347.980,-0.125631
2023,44,309,315,2056,2384.157,-0.137641
2023,45,316,322,2221,2377.603,-0.065866
2023,46,323,329,2221,2372.856,-0.063997
2023,47,330,336,2275,2390.167,-0.048184
2023,48,337,343,2410,2443.073,-0.013538
2023,49,344,350,2450,2494.001,-0.017643
2023,50,351,357,2451,2506.207,-0.022028
2023,51,358,365,2430,2447.929,-0.007324
2024,0,1,7,2710,2445.474,-0.030352
2024,1,8,14,2543,2392.318,0.062986
2024,2,15,21,2616,2359.327,0.108791
2024,3,22,28,2607,2373.297,0.098472
2024,4,29,35,2529,2393.385,0.056662
2024,5,36,42,2437,2381.501,0.023304
2024,6,43,49,2329,2356.989,-0.011875
2024,7,50,56,2206,2302.994,-0.042116
2024,8,57,63,2244,2271.037,-0.011905
2024,9,64,70,2215,2280.284,-0.028630
2024,10,71,77,2145,2300.679,-0.067666
2024,11,78,84,2103,2372.380,-0.113548
2024,12,85,91,2167,2499.077,-0.132880
2024,13,92,98,2131,2580.002,-0.174032
2024,14,99,105,2107,2542.230,-0.171200
2024,15,106,112,2085,2414.539,-0.136481
2024,16,113,119,2121,2270.130,-0.065692
2024,17,120,126,2104,2163.503,-0.027503
2024,18,127,133,1945,2111.204,-0.078725
2024,19,134,140,2031,2053.964,-0.011180
2024,20,141,147,1850,1991.347,-0.070981
2024,21,148,154,1887,1960.434,-0.037458
2024,22,155,161,1953,1955.819,-0.001441
2024,23,162,168,2055,1957.694,0.049704
2024,24,169,175,2067,1933.801,0.068879
2024,25,176,183,2137,1910.322,0.118659
2024,26,184,190,2211,1888.993,0.024157
2024,27,191,197,1945,1903.208,0.021959
2024,28,198,204,2045,1932.849,0.058024
2024,29,205,211,2049,1956.274,0.047399
2024,30,212,218,2036,1968.402,0.034342
2024,31,219,225,2002,2022.750,-0.010258
2024,32,226,232,1913,2025.022,-0.055319
2024,33,233,239,1940,1969.070,-0.014763
2024,34,240,246,1904,1926.667,-0.011765
2024,35,247,253,1855,1936.681,-0.042176
2024,36,254,260,1958,1941.406,0.008548
2024,37,261,267,2056,1940.684,0.059421
2024,38,268,274,2063,1972.768,0.045739
2024,39,275,281,2106,2030.985,0.036935
2024,40,282,288,2140,2109.440,0.014487
2024,41,289,295,2081,2210.742,-0.058687
2024,42,296,302,2142,2312.556,-0.073752
2024,43,303,309,2023,2372.869,-0.147445
2024,44,310,316,2015,2401.148,-0.160818
2024,45,317,323,2168,2408.548,-0.099873
2024,46,324,330,2234,2408.549,-0.072471
2024,47,331,337,2235,2426.370,-0.078871
2024,48,338,344,2277,2482.853,-0.082910
2024,49,345,351,2378,2537.070,-0.062698
2024,50,352,358,2470,2547.859,-0.030559
2024,51,359,366,2459,2496.733,-0.015113
2025,0,1,7,3179,2473.051,0.124775
2025,1,8,14,2836,2431.939,0.166147
2025,2,15,21,2714,2411.811,0.125296
2025,3,22,28,2888,2411.177,0.197756
2025,4,29,35,2832,2405.169,0.177464
2025,5,36,42,2627,2370.218,0.108337
2025,6,43,49,2607,2336.111,0.115957
2025,7,50,56,2539,2272.827,0.117111
2025,8,57,63,2350,2237.548,0.050257
2025,9,64,70,2355,2249.320,0.046983
2025,10,71,77,2208,2276.657,-0.030157
2025,11,78,84,2277,2363.814,-0.036726
2025,12,85,91,2168,2506.676,-0.135109
2025,13,92,98,2098,2588.619,-0.189529
2025,14,99,105,2021,2551.373,-0.207877
2025,15,106,112,2059,2421.449,-0.149683
2025,16,113,119,2132,2280.141,-0.064970
2025,17,120,126,1972,2173.477,-0.092698
2025,18,127,133,2047,2107.154,-0.028548
2025,19,134,140,2039,2042.790,-0.001855
2025,20,141,147,2040,1974.416,0.033217
2025,21,148,154,1969,1951.971,0.008724
2025,22,155,161,1823,1966.647,-0.073042
2025,23,162,168,2011,1980.863,0.015214
2025,24,169,175,2009,1959.819,0.025095
2025,25,176,182,1962,1939.837,0.011425
2025,26,183,189,1860,1914.536,-0.028485
2025,27,190,196,1870,1922.952,-0.027537
2025,28,197,203,1928,1941.928,-0.007172
2025,29,204,210,1890,1945.363,-0.028459
2025,30,211,217,1864,1984.321,-0.060636
2025,31,218,224,2029,2058.722,-0.014437
2025,32,225,231,1979,2050.274,-0.034763
2025,33,232,238,1881,1973.389,-0.046817
2025,34,239,245,1880,1925.228,-0.023493
2025,35,246,252,1950,1942.979,0.003613
2025,36,253,259,1937,1959.635,-0.011551
2025,37,260,266,2055,1963.460,0.046622
2025,38,267,273,2039,1998.151,0.020443
2025,39,274,280,2007,2056.626,-0.024130
2025,40,281,287,2093,2136.153,-0.020201
2025,41,288,294,2166,2231.689,-0.029435
2025,42,295,301,2089,2329.847,-0.103375
2025,43,302,308,2170,2387.089,-0.090943
2025,44,309,315,2032,2416.263,-0.159032
2025,45,316,322,2066,2421.925,-0.146960
2025,46,323,329,2233,2422.147,-0.078091
2025,47,330,336,2229,2448.915,-0.089801
2025,48,337,343,2176,2502.901,-0.130609
2025,49,344,350,2273,2560.093,-0.112142
2025,50,351,357,2154,2586.407,-0.167184
2025,51,358,365,2311,2539.859,-0.090107
